name,cpf
Mr. Lesha Mohr,230.595.733-12
The Hon. Von Ullrich,286.748.528-68
Scotty Boehm,432.895.361-35
Jin Willms,704.877.155-29
Walton Kuhic II,674.884.942-70
Laurence Rogahn,117.815.388-23
Sen. Grant Lebsack,731.597.861-28
Jonathon Nienow,273.508.170-78
Hana Goldner,292.402.865-14
Mercedez Beier,513.746.691-56
Micah Treutel,737.321.247-93
Olen Orn,743.902.978-92
Wilton Bernier II,850.717.839-10
Ismael Simonis,201.806.187-49
Claud Waters,501.644.297-18
Donnie Zieme,543.371.124-55
Brianna Cummings,357.117.650-81
Rosaline Willms,199.991.182-65
Rolland Goyette,872.255.305-66
Gennie Denesik,157.866.890-41
Rachal Wilderman,787.602.813-65
Kazuko Larson III,996.262.831-64
Shila Ullrich Ret.,977.897.170-76
Agripina Rogahn,174.363.584-35
Mrs. Wiley Green,944.354.830-40
Alonso Volkman,545.750.595-11
Dante Thiel,557.811.175-63
Ms. Alaina Hilll,925.141.409-75
Tawna Schiller,505.216.589-46
Madaline Ledner Ret.,715.141.755-55
Tamar Hintz,743.549.208-78
Amb. Rebbeca Zulauf,163.178.707-18
Virginia Rutherford DVM,119.119.945-22
Sherwood Runolfsson MD,430.963.297-72
Dean Jenkins,977.806.249-84
Tommie Nolan II,560.589.404-52
Pres. Dorsey Goyette,345.883.681-73
Darleen Schmitt,764.658.470-45
Virgil Murphy,590.532.641-64
Sen. Mariela Hoppe,939.137.493-36
Ned Simonis,586.554.691-88
Gov. Octavio Hodkiewicz,436.420.253-49
Mrs. Calvin Erdman,651.408.748-61
Maegan Welch,133.324.299-65
Gov. Sari Haley,558.768.407-65
Julianna Greenfelder,865.424.304-56
Carlyn Yost,388.146.258-80
Burl Bergnaum,246.304.709-28
Bob Dickinson,772.666.583-69
Sook O'Keefe,860.678.929-24
Pres. Ryan Gusikowski,764.330.806-89
Kim Hintz,384.291.260-85
Justin Rogahn,757.657.875-31
Trenton Prohaska Sr.,508.525.307-82
Raphael Christiansen,492.750.505-31
Marilu Towne DDS,813.171.342-12
Ms. Dalton DuBuque,730.989.195-64
Mindi Gleichner LLD,159.220.846-60
Giuseppe Pacocha JD,435.302.696-50
Amb. Mathew Hodkiewicz,468.334.858-23
Daria Johnson,951.809.615-64
Idella Renner,652.601.137-17
Celine Sporer,772.404.311-10
Armandina Denesik,292.178.175-32
Eladia Reichel,237.606.702-58
Albertha Haley,286.606.440-80
Douglas Lindgren,698.500.645-63
Nestor Feest IV,895.687.933-41
Dorsey Wunsch DVM,560.552.607-80
Ms. Aldo Bernier,127.736.327-50
Ted Kerluke DC,362.328.336-55
Daren Hills,664.137.504-38
Bradley Bauch,649.805.413-29
Antoine Crist,574.580.335-69
Dallas Considine,872.442.992-12
Alex Spinka,462.896.478-39
Arthur Rempel,730.400.931-73
Johnathan Kirlin,155.294.398-70
Matilde Kshlerin,840.484.851-54
Bryant Murphy,671.323.832-80
Carlos Blick,769.634.113-69
Prof. Efrain Zieme,953.614.173-92
Hoyt Stamm,468.136.713-91
Cesar Rippin DDS,450.189.447-44
Pres. Ariel Wiza,314.123.130-79
Winfred Bashirian IV,322.705.540-53
Calvin Baumbach,217.903.375-10
Nga Brown,916.876.273-41
Eleonor Beer II,813.258.459-22
Sherika Nolan,652.953.979-57
Rep. Bryan Douglas,301.956.323-35
Oscar Lehner,813.670.263-72
Arron Herzog,953.332.212-89
Dusti Moen MD,704.282.994-20
Dale Leffler,667.917.980-43
Leola Wolf Sr.,539.364.386-47
Kaitlin Bode,856.556.944-39
Diedra Williamson,307.117.420-28
Brooke Beatty,958.319.747-97
Elfrieda Weimann,153.852.976-79
Liana Runte,914.764.629-56
Concepcion Krajcik,225.517.170-15
Jenette Rogahn,463.216.821-60
Ericka Wuckert,806.489.160-16
Nicolas Blick,786.399.971-38
Fr. Gracia Friesen,690.486.553-84
Salena Heller,734.899.819-92
Dianna Johns,678.828.759-82
Kerry Fisher III,451.603.530-53
Miss Jacquelyne Hauck,168.101.947-73
Ms. Mora Reichel,384.745.256-63
Ellsworth Abernathy Jr.,769.248.826-16
Tiffiny Simonis,776.552.283-14
Jonas Brekke III,852.739.357-63
Malcom Auer,808.924.284-27
Rev. Latrice Ankunding,214.332.680-85
Cecila Hagenes,443.539.505-74
Rev. Reyes Rutherford,427.900.236-86
Andra Rath,137.672.690-90
Mitchell Kozey,450.972.607-79
Mendy Bogan,246.222.943-29
Joey Fadel,366.722.126-58
Versie Corwin,860.768.819-22
Yetta Heathcote,782.905.780-22
Lonny Krajcik MD,969.426.374-97
Bryon Cronin,940.979.150-22
Ronna McCullough,584.519.522-92
Eloy Parisian,497.150.375-51
Danilo Russel MD,815.492.849-34
Rosario Fisher,407.693.138-90
Julian Stokes,188.931.692-50
Brooks Kris,757.356.123-51
Larry Nienow,757.936.627-32
Alexis Blanda,351.291.482-73
Diego Goldner,803.286.949-82
Babette Lesch DO,991.291.151-68
Valeria Konopelski,442.288.732-17
Miss Toi Bechtelar,657.109.889-19
Divina Kiehn,364.935.677-29
Rebecka Crooks,362.557.910-13
Prof. Benedict Daugherty,553.447.558-63
Amb. Delisa Bins,328.368.110-10
Gov. Samuel Kerluke,645.736.292-81
Margorie Fisher PhD,896.258.641-28
Prince Metz IV,934.810.794-43
Wenona Sanford JD,846.440.636-54
The Hon. Dot Nader,753.551.960-84
Coletta Pollich,663.976.514-87
Werner Howe Jr.,196.778.686-22
Edris Kautzer,862.914.274-65
Janyce Zboncak,143.995.854-62
Tameka Roberts,517.267.532-60
Brandy Hyatt,396.621.436-54
Staci Becker,675.425.791-93
Mariko Ward,524.555.594-87
Amb. Geoffrey Stanton,895.637.953-61
Edyth Leffler DVM,835.364.550-38
Davis Tillman,561.390.170-84
Elmer Ullrich,535.823.459-80
Mamie Gerhold V,807.340.794-41
Georgie Parker,726.670.897-15
Miss Julio Vandervort,754.714.689-55
Rep. Dalia Quitzon,236.175.975-41
Ms. Piper Osinski,302.857.880-43
Issac Pacocha,729.963.656-80
The Hon. Lisbeth Rice,962.114.469-49
Rosalba Treutel,252.405.807-38
Miss Buck Predovic,167.678.303-60
Susie Jerde,300.294.673-96
Jon Kreiger,308.936.734-19
Dr. Valentin Gorczany,630.941.391-90
Myrtice Legros,607.297.728-44
Edwin Erdman,740.330.293-23
Curt Hudson,400.553.816-90
Antione Langosh,665.208.271-93
Nada Senger,752.858.439-53
Carolyne Keeling,497.537.295-73
Vallie Bartell,153.936.559-96
Wilfredo Langworth,471.816.878-64
Mike Zemlak,686.502.973-91
Sophie Lebsack,640.418.252-65
Maryellen Hintz,106.989.237-18
Dr. Mason Paucek,605.310.107-44
Javier Mohr,271.922.557-98
Opal Rosenbaum Esq.,885.458.468-34
Benedict Conroy,460.816.723-37
Augustine Treutel,862.862.826-77
Kandis Berge,329.101.809-77
Paulene Murphy,150.143.828-85
Msgr. Elisha Raynor,325.482.848-43
Norma Kshlerin,458.260.162-57
Esteban Kerluke,141.731.161-11
Perry Beer,182.845.615-29
Jann Thiel,780.175.207-45
Fr. Corliss Koepp,630.131.865-96
Kim Weissnat,479.579.136-19
Bart Parisian,846.537.459-96
Tom Dietrich Sr.,366.830.630-36
Lionel Heaney V,464.813.916-75
Joye Smith,775.465.816-76
Kirk Lowe Jr.,577.784.935-23
Eugenio Homenick,755.366.764-28
Roderick Zemlak,746.643.692-10
Anitra Quigley,491.497.579-26
Marketta Jaskolski,847.474.818-22
Msgr. Leonard Cummings,837.488.554-89
Alonzo Wolff,867.101.960-12
Theresa Wintheiser,821.818.925-27
Claude Nader,237.774.980-31
Rev. Johnathan Schinner,191.551.565-77
Rocky Hansen,927.211.743-66
Donny McClure,423.705.267-96
Alva Strosin,877.436.275-96
Odelia Sporer,785.508.164-60
The Hon. Myrtice Gorczany,925.595.895-75
Lorenzo Stoltenberg,551.625.758-62
Alisia Bayer Jr.,160.992.973-91
Sammie Rowe,400.899.464-68
Wade Ward,996.522.179-25
Kris Erdman DVM,996.699.668-87
Fr. Marylyn Botsford,788.409.503-21
Nora Wehner,343.956.585-13
Vilma Champlin,750.160.878-40
Mika Hudson DO,894.382.433-27
Lina Runolfsson,692.289.242-61
Trinidad Steuber,687.601.342-54
Tilda McKenzie,540.346.172-42
Laurene Gulgowski II,926.136.923-49
Taina Funk CPA,838.376.250-94
Dr. Merlin Wisoky,902.628.211-79
Jenette Yundt,884.237.955-80
Henry Brakus,144.232.231-94
Wayne Rogahn,442.877.235-36
Ivette Marvin,651.732.785-22
Corie Muller,791.383.632-65
Leland Shanahan,126.785.596-40
Glenn Champlin,588.265.867-46
Arthur Sanford,409.899.204-63
The Hon. Dannie Feil,716.579.941-27
Francis Botsford,527.879.831-47
Faviola McGlynn,454.871.388-30
Masako Konopelski DO,397.842.572-81
Merilyn Cassin,442.102.397-31
Stephan Hodkiewicz MD,707.302.163-46
Reatha Wyman,628.838.434-95
Katrina Langosh,735.302.898-77
Harris Beer,970.780.344-52
Korey Dickens,900.291.805-90
Kerry Keeling,866.788.761-43
Sen. Winter Waters,943.533.277-60
Bulah Pouros,796.984.842-33
Mildred Robel,490.643.639-94
Reggie Hyatt,284.624.976-90
Tyrone Schiller Jr.,996.275.294-12
Rochell Klocko,452.457.510-45
Arden Trantow,965.138.930-38
Cody Balistreri II,370.666.766-37
Mrs. Charmain Reilly,492.443.383-51
Mi Muller,138.692.351-14
Noah Turner,121.352.203-95
Brady Orn,480.695.199-68
Van Heidenreich,522.839.982-12
Amb. Fiona Wuckert,762.500.546-21
Tracey Cruickshank,946.318.745-83
Jerrell Stehr,557.828.454-92
Gary Altenwerth,915.486.364-37
Burton Roob,576.340.204-29
Clinton Ledner,361.874.784-76
Mrs. Roland Crooks,563.290.264-36
Courtney Buckridge,297.587.759-25
Dominique Streich,375.521.486-78
Ike Reinger,694.860.398-80
Elda Orn DVM,218.443.737-12
Mrs. Corinna Hodkiewicz,326.172.299-34
Wallace Schoen DC,876.609.831-41
Janyce Abernathy,982.897.413-51
Dorthey Brown,860.987.322-46
Alton Will,558.304.384-62
Jenelle Hermiston,813.679.704-28
Dr. Winona Powlowski,994.986.147-40
Cristobal Wolf,933.727.473-54
Lajuana Zboncak,405.442.949-98
Emil Hayes,760.234.929-77
Myrl Rogahn,766.529.162-34
Kyle Pfeffer,542.165.390-23
Marc Morissette II,514.400.368-30
Juan Anderson,401.993.605-54
Shani Wintheiser,242.764.151-10
Danica Batz,726.289.123-49
Dustin Kshlerin,630.218.405-95
Angel Casper,813.136.601-55
Milford Hansen,819.562.332-61
Jackelyn Mitchell,363.194.970-49
Miss Waltraud Schimmel,210.539.651-22
Pres. Vallie Bode,909.572.615-65
Mrs. Adaline Bernier,257.797.244-94
Keitha Steuber,344.360.961-22
Gov. Dudley Heaney,114.597.308-35
Prof. Jeffery Herzog,357.320.884-68
Karren Cummerata,648.581.411-65
Ms. Suzi Dickens,221.484.634-67
Mr. Bobby Skiles,829.868.251-73
Odelia Sawayn,375.973.338-43
Kristel Kirlin,320.870.455-11
Steve Hansen,690.404.710-95
Noah Collins,180.349.946-95
Jerome Ratke,143.682.399-72
Samella Rippin,443.650.802-32
Shante Runte IV,637.621.362-74
Gov. Freddy Konopelski,581.986.831-77
Tuyet Dibbert,741.317.903-48
Rex Mitchell,665.273.137-69
Yoshie Armstrong,291.461.260-38
Sigrid Emard,699.401.265-44
Amber Beer VM,893.143.418-22
Anton Kuphal,664.472.346-21
Pres. Amado Abshire,823.925.389-33
Homer Glover,223.910.160-45
Glory Douglas V,398.452.135-86
Chad Hills DVM,267.936.565-17
Jefferson Lynch,585.752.527-23
Lawrence Bartoletti,707.820.483-32
Palmer Grimes,197.360.976-56
Laura Daniel DC,323.576.277-39
Monet Wilderman,852.218.238-87
Abe Roberts,668.973.807-75
Rosalyn Bode JD,960.830.901-11
Nathaniel Cassin,791.378.538-69
Willetta Schulist,779.719.159-14
Pearly Kertzmann DVM,942.205.200-24
Rev. Renita Koepp,973.573.926-30
Jermaine Padberg LLD,347.943.254-94
Clair Rodriguez,156.887.335-25
Elenore Rath,759.294.753-62
Song Auer,366.790.652-11
Shaquita Romaguera,188.530.223-74
Katharina Medhurst,107.845.101-66
Velda Morissette,284.171.896-83
Tiffanie Cruickshank Ret.,961.814.797-17
Wilfredo Ruecker,280.799.265-62
Reed Goldner,275.816.864-94
Jae Durgan,585.291.117-25
Rudolph Harris,842.425.655-53
Msgr. Luther Feeney,714.667.675-33
Prof. Josh Blick,479.187.548-85
Ferne Hane PhD,799.421.137-18
Deborah Barton,462.235.125-84
Cristina Mante,996.781.274-87
Claud Kunze PhD,663.287.826-44
Daryl Howell,238.278.906-99
Chad Mayert,249.180.576-31
Marsha Crooks,628.584.513-15
Jamal Tillman LLD,916.501.712-13
Mrs. Indira Gulgowski,742.779.433-42
Kathyrn Boehm,415.197.752-57
Gayla Fay,608.612.545-81
The Hon. Agustin Boyle,192.162.549-98
Belinda Ruecker,793.296.902-44
Judie Harber,416.400.600-70
Branden Schimmel,910.164.897-79
Dong Flatley,171.932.471-32
Jonell Toy,111.378.661-64
Inger Wuckert,337.621.258-89
Vern Denesik DC,700.460.172-57
Ivonne Nicolas LLD,362.147.987-73
Ms. Kim Goyette,616.766.211-52
Jerald Hills,795.942.996-84
Tyree Smith,306.354.517-96
Wilfredo Daniel,525.266.886-64
Tomi Christiansen Jr.,190.894.584-95
Vera Waters,367.642.179-38
Rev. August Rowe,764.362.754-18
Lemuel Corwin,430.712.955-29
Demetrius King,255.371.738-82
Bradly Gusikowski VM,421.839.497-87
Chauncey Zboncak PhD,764.568.587-72
Jody Hamill JD,126.962.739-56
Dan Wisozk,679.570.117-34
Darci Rogahn,666.461.238-10
Bart Rolfson,320.951.280-15
Son Hermann,841.491.113-63
Jesenia Haag,451.834.151-61
Rebecka Grant,583.106.328-32
Reginald Ritchie,391.464.270-14
The Hon. Barrie Kulas,507.326.987-42
Amb. Elbert Gutkowski,815.277.247-92
Rene Schultz,689.690.300-16
Brant Heidenreich,663.257.159-83
Clyde Waelchi,134.164.427-89
Sidney Beatty,432.390.340-78
Suellen O'Reilly,980.402.374-76
Romeo Hintz Ret.,782.592.925-69
Ranae Reilly,907.645.653-38
Gerry Predovic,702.572.550-36
Margie Windler DVM,516.485.156-38
Amb. Riley Smitham,209.904.790-71
Maria Hyatt,629.951.163-50
Stan Bergstrom,937.142.390-56
Roosevelt Olson JD,167.552.723-37
Randal Harvey III,697.641.431-90
Aliza Murphy MD,419.525.148-62
Joel Zieme Esq.,129.581.938-63
Fanny Hintz DO,593.925.117-58
Marcos Ferry,157.239.211-59
Rep. Kristeen Heaney,227.883.337-20
Lane Kirlin,235.504.657-24
Sen. Rocky Wehner,431.539.640-59
Sen. Randy Beier,283.156.697-91
Guillermo Grimes,386.105.174-84
Tyson Wehner,222.485.744-21
Jeffrey Green LLD,686.287.383-22
Nanette Ankunding,280.662.128-28
Charlie Heathcote,188.698.608-72
Arnulfo Leuschke,996.775.992-41
Jean Hudson,475.739.845-34
The Hon. Tawnya Frami,445.146.360-34
Pres. Truman Hammes,295.160.876-81
Lonny Bernier,284.694.190-60
Shirley Larson,779.768.887-64
Shannan Tremblay,578.637.327-95
The Hon. Marc VonRueden,812.267.396-19
Sen. Elna Kautzer,764.641.395-73
Kenton Prosacco,923.161.966-74
Ethelene Heidenreich,879.203.731-26
Marina Rutherford,833.275.152-10
Kerry Schuster DC,755.179.615-70
Ashlie Schumm,463.931.701-72
Kizzy McClure,935.989.680-52
Isreal Flatley,519.483.909-38
Classie Boyle DVM,269.351.393-37
Dave Kulas,635.597.780-50
Sierra Satterfield,547.802.287-15
Ezra Kulas,178.710.745-64
Amb. Madelyn Mertz,936.331.418-79
Fransisca Donnelly PhD,932.221.626-15
Rev. Jeanelle Kuvalis,850.878.220-69
Katelin Welch,969.463.574-51
Inger Hilpert,574.597.473-23
Emerson Deckow,263.860.131-97
Sen. Florentino Schuppe,463.610.435-25
Tyrone Koelpin,468.455.627-99
Leora Hodkiewicz MD,154.729.137-57
Fran Anderson DC,888.365.396-73
Roy Lebsack LLD,759.861.955-91
Stewart Botsford,147.748.769-48
Heide Farrell,478.635.887-75
Sean Wintheiser,989.836.816-26
Catrina Gleason I,986.658.640-41
Zachariah Howell,623.895.128-28
Jude Haag,410.598.325-55
Pres. Wade Durgan,227.783.799-52
Msgr. Anjanette Batz,835.274.427-37
Ms. Kim Kshlerin,297.765.469-82
Aurelio Keeling VM,500.816.604-30
Nicol Ebert,827.946.336-99
Vanetta Wyman,189.980.300-31
Golda Yost,886.785.512-80
Abbey Weber,437.542.486-10
Foster Rogahn,325.231.947-67
Vickey Lesch,323.425.642-65
Loren McClure,927.890.370-82
Kenya Schowalter,836.352.151-41
Stan Paucek MD,957.817.897-30
Corina Strosin,579.638.898-38
Moises Schaefer,871.656.638-77
Zaida Reichert VM,618.545.466-58
Vashti Koepp,214.426.382-93
Nannette Dare CPA,113.362.168-88
Pres. Darrin Stiedemann,134.457.351-42
Eusebio Green,945.778.668-10
Reinaldo O'Hara,421.381.855-48
Judith Corwin,442.926.924-20
Son Borer,310.225.868-24
Maria Dach,223.325.970-66
Domitila Ondricka,514.413.432-41
Dana Kihn V,768.217.100-68
Miss Trenton Hilpert,806.638.476-12
Kathey Bartell,532.387.908-40
Dana Lueilwitz,862.181.631-45
Jacinto Swaniawski,755.604.634-73
Delmer Stark Esq.,576.300.900-86
Kyle Braun,309.508.939-98
Harry Auer,449.923.437-68
Kylee Bayer PhD,335.873.956-70
Nieves Stiedemann,957.130.848-90
Denise Bosco,997.323.106-50
Mitchell Konopelski PhD,782.377.443-26
Maritza Hauck,827.116.916-51
Julietta O'Hara,207.775.925-98
Sherrill Cartwright,259.214.978-26
Burl Bernhard,993.840.244-51
Luba Wilderman,428.227.727-89
Rema Will,937.679.159-30
Melanie Braun,741.668.374-36
Gail Veum,682.118.674-49
Lovella Pfeffer,401.858.790-92
Aldo Parisian IV,395.674.878-39
Rosena Metz,554.557.819-42
Magali Labadie,512.791.515-39
Carroll Kozey,122.786.810-95
Cheryle Christiansen,754.209.509-26
Hank Stark,228.600.698-91
Marth White II,840.265.632-82
Olen Murphy,354.801.666-99
Seymour Keebler,747.218.205-52
Deangelo Hane,137.798.455-17
Lester Parker DC,367.119.372-99
Miss Raina Rodriguez,311.556.612-16
Queenie Schowalter,844.989.487-42
The Hon. Antonietta Heller,306.229.794-25
Pres. Arlinda McDermott,679.273.770-20
Kris D'Amore,281.784.280-40
Prof. Chi Kulas,771.373.916-58
Gale Hessel,300.801.428-55
Hugh Swaniawski,472.872.221-83
Buddy Koelpin,791.956.159-67
Kamilah Ankunding,452.406.381-88
Gov. Erika Runolfsdottir,774.223.368-96
Dalia Barrows,399.538.385-32
The Hon. Tracee Funk,939.726.714-76
Merle Smitham,631.895.222-76
Lidia O'Kon,990.640.666-85
Clelia Halvorson,739.448.348-34
Demarcus Reinger,681.654.860-58
Toney Veum,449.470.262-51
Rickey Powlowski,634.672.442-56
Harland Brown Jr.,874.589.522-16
Scottie Labadie DO,336.128.430-57
Raymundo Wyman,901.783.850-51
Norine Runolfsson,391.141.614-76
Geraldine Schumm PhD,922.662.719-75
Robert Goyette,235.290.901-55
Ok Adams,696.979.448-81
Erick O'Kon MD,720.646.967-47
Librada Gorczany DVM,147.374.378-47
Karol Muller,201.137.643-62
Terra Schamberger,475.567.426-58
Doyle Barrows PhD,287.845.870-54
Carl Bernhard,495.531.480-13
Russel Kirlin,420.184.422-10
Valentin Harber DVM,277.520.544-40
Alva Emmerich Ret.,183.954.864-58
Alethea Russel DC,946.415.188-86
Dr. Lia McDermott,537.559.759-38
Shay Will I,360.367.825-55
Julianne Casper CPA,265.292.869-80
Miss Lazaro Kuhic,930.248.771-47
Maire Lang,789.373.919-41
Meredith Heidenreich MD,732.394.288-55
Versie Metz,994.311.117-96
Hildegarde Hahn CPA,850.962.113-79
Antonina Zieme,743.470.591-54
Agueda D'Amore,780.635.158-73
Aleisha Jacobs,160.476.388-38
Mrs. Dessie Schaefer,208.458.822-42
Chester Langworth,923.111.672-42
Rev. Georgina McCullough,499.736.845-10
Trula Ebert,147.457.792-65
Clayton Rippin,943.324.231-85
Rev. Mario Hammes,585.462.697-92
Reid Wiegand LLD,441.639.249-31
Sid Denesik,865.879.351-33
Else Hauck,693.470.984-25
Dennis Von,584.232.560-47
Tommy Carroll,933.364.443-58
Jarrod Cormier,896.902.561-59
Chance Ward,644.451.417-75
The Hon. Nicholle Braun,138.720.918-19
Priscilla Fahey,856.234.564-89
Lester Keebler,343.447.842-30
Arturo Nolan,426.518.858-58
Gov. Domenic Haag,301.275.614-28
Van Pacocha,419.607.153-84
Johnie Dietrich Ret.,805.635.798-72
Lettie Ritchie Ret.,204.262.290-99
Rev. James O'Connell,269.253.177-31
Lane D'Amore,392.495.188-34
Norman Bergnaum,836.221.766-49
Sung Ferry,636.869.711-76
Elina Rowe,194.383.356-14
Brain Sawayn,101.316.593-81
Nona Schumm Ret.,931.620.337-26
Ms. Jewell Bartoletti,588.306.119-75
Mercy Rice,153.900.436-41
Domenic Johns,428.477.195-51
Philip Roberts,317.896.930-40
Diamond Mante,822.930.503-14
The Hon. Kandace Schroeder,601.368.248-22
Felipe Erdman,605.153.586-31
Jackqueline Brekke,956.576.294-20
Rev. Emmy Funk,239.828.142-54
Harvey Emmerich,795.327.740-89
Nada Nicolas,363.668.473-81
Harland Williamson DDS,588.891.145-96
Fredericka Ferry,713.284.489-13
Dr. Maribeth Carter,326.682.650-96
Cameron Kovacek,718.271.890-44
Argelia Berge,587.446.936-10
Christie Kertzmann,143.876.373-10
Corey Weber CPA,621.140.157-93
Clarence Gerlach DO,913.900.710-57
Lynda Pfeffer DDS,854.982.605-96
Louis Herman,914.854.504-97
Sylvester Mayert,231.135.213-52
Blanch Thiel,453.586.893-49
Everett Cremin,226.604.737-17
Rep. Oren Haag,778.293.867-58
Rev. Enoch Larson,255.731.666-63
Obdulia Pfeffer,324.679.116-84
Hattie Schumm,371.817.169-26
Gabriela Durgan DDS,402.676.247-41
Brent Mante,711.181.828-57
Keturah Hills II,155.593.653-23
Tana Schaefer LLD,964.845.380-11
Cicely Waters DC,654.489.893-70
Miss Orville Nikolaus,993.641.109-60
Marilynn Marvin,887.985.258-18
Cira Corkery,283.840.242-33
Dr. Derek Collier,995.558.158-61
Felicita Graham,217.610.778-82
Oscar Schroeder DVM,744.449.737-70
Emile Bernier,188.975.541-37
Jamel Hammes,880.979.113-65
Rep. Tyler Leffler,747.690.406-14
Elden Smith,475.404.217-25
Fr. Adam Ryan,680.979.507-45
Douglas Wilderman,828.804.298-73
Earnest O'Connell,697.785.425-23
Anglea Ruecker DDS,475.851.236-27
Myriam Sanford,976.672.976-24
Monty Rogahn,621.450.422-21
Owen Hills,123.880.366-74
Cortney Greenholt,842.989.888-57
Randy Farrell,508.214.117-69
Cleveland Blanda,202.836.920-14
Antonia Labadie,306.401.885-32
Roxanna Kautzer,452.811.400-82
Fr. Shaun Reynolds,737.569.293-19
Alissa Champlin,566.382.184-14
Anjelica Watsica,609.712.778-31
Hyman Hoppe,927.539.140-50
Ginger Mertz,562.583.313-23
Woodrow Wiza,266.293.528-23
Carolann Osinski,932.574.388-23
Fr. Caprice Wyman,139.447.574-13
Dudley Sanford,452.477.156-36
Van Jones V,949.725.509-22
Elmo Wolff,674.525.122-80
Cherish Collins VM,935.536.402-22
Shon Reichel,209.973.691-90
Dexter VonRueden,434.459.509-83
Alvina Macejkovic DDS,969.217.855-22
Jamaal Veum,911.583.313-21
Leland Steuber CPA,497.898.802-20
Fletcher Nikolaus,528.606.487-92
Fr. Augustine Mitchell,758.327.709-40
Wilber Heller,113.664.310-36
Adolfo Pouros,456.535.681-82
Dorthy Huel MD,600.592.995-72
Rep. Daniell Adams,459.671.134-74
Mr. Thresa Bechtelar,125.486.709-76
Daron Flatley,729.825.550-43
Hans Schaefer,778.892.743-10
Bobbye Harris I,153.221.331-36
Tommie Doyle,232.788.647-20
Bibi Kuvalis,265.330.962-45
Rep. Cassaundra Brekke,273.130.513-65
Philip Douglas V,787.398.903-33
Ned Mueller,462.816.948-91
Katheryn Hamill Sr.,972.708.975-61
Foster Strosin II,396.924.498-85
Pres. Carmine Kling,933.435.516-13
Antwan Schroeder,179.244.194-65
Gov. Francoise Connelly,334.750.722-61
Grant Huels,576.923.384-73
Dominick Blanda,639.941.909-89
Brynn Conn,143.749.139-94
Pres. Lorie Schumm,278.637.309-90
Leonie Abernathy VM,831.242.882-29
